year,geo_name,geo,diabetes,physical_inactivity
2016,"Johnson County, TX",05000US48251,0.093,0.257
2016,Jones County,05000US48253,0.108,0.288
2015,Jones County,05000US48253,0.097,0.294
2015,Karnes County,05000US48255,0.094,0.260
2016,Karnes County,05000US48255,0.127,0.305
2016,"Kaufman County, TX",05000US48257,0.096,0.292
2015,"Kaufman County, TX",05000US48257,0.101,0.301
2016,Kendall County,05000US48259,0.103,0.222
2015,Kendall County,05000US48259,0.104,0.205
2016,Kenedy County,05000US48261,0.163,0.275
2015,Kenedy County,05000US48261,0.103,0.271
2016,Kent County,05000US48263,0.122,0.304
2015,Kent County,05000US48263,0.127,0.288
2016,Kerr County,05000US48265,0.131,0.299
2015,Kerr County,05000US48265,0.125,0.257
2016,Kimble County,05000US48267,0.134,0.270
2015,Kimble County,05000US48267,0.120,0.263
2016,King County,05000US48269,0.106,0.301
2015,King County,05000US48269,0.106,0.277
2015,Kinney County,05000US48271,0.116,0.286
2016,Kinney County,05000US48271,0.165,0.293
2016,Kleberg County,05000US48273,0.127,0.271
2015,Kleberg County,05000US48273,0.087,0.273
2015,Knox County,05000US48275,0.115,0.266
2016,Knox County,05000US48275,0.134,0.280
2016,Lamar County,05000US48277,0.116,0.326
2015,Lamar County,05000US48277,0.129,0.321
2016,Lamb County,05000US48279,0.147,0.270
2015,Lamb County,05000US48279,0.099,0.274
2015,Lampasas County,05000US48281,0.107,0.278
2016,Lampasas County,05000US48281,0.113,0.281
2016,La Salle County,05000US48283,0.142,0.263
2015,La Salle County,05000US48283,0.090,0.248
2016,Lavaca County,05000US48285,0.117,0.309
2015,Lavaca County,05000US48285,0.122,0.272
2016,Lee County,05000US48287,0.115,0.309
2015,Lee County,05000US48287,0.117,0.294
2016,Leon County,05000US48289,0.124,0.318
2015,Leon County,05000US48289,0.133,0.308
2015,Liberty County,05000US48291,0.106,0.264
2016,Liberty County,05000US48291,0.108,0.276
2016,Limestone County,05000US48293,0.125,0.324
2015,Limestone County,05000US48293,0.122,0.295
2015,Lipscomb County,05000US48295,0.104,0.261
2016,Lipscomb County,05000US48295,0.096,0.275
2015,Live Oak County,05000US48297,0.118,0.309
2016,Live Oak County,05000US48297,0.123,0.322
2016,Llano County,05000US48299,0.135,0.274
2015,Llano County,05000US48299,0.136,0.286
2015,Loving County,05000US48301,0.109,0.254
2016,Loving County,05000US48301,0.170,0.253
2016,"Lubbock County, TX",05000US48303,0.097,0.237
2015,"Lubbock County, TX",05000US48303,0.088,0.245
2015,Lynn County,05000US48305,0.111,0.291
2016,Lynn County,05000US48305,0.134,0.296
2015,McCulloch County,05000US48307,0.113,0.287
2016,McCulloch County,05000US48307,0.136,0.289
2016,"McLennan County, TX",05000US48309,0.110,0.283
2015,"McLennan County, TX",05000US48309,0.100,0.261
2015,McMullen County,05000US48311,0.132,0.296
2016,McMullen County,05000US48311,0.135,0.290
2016,Madison County,05000US48313,0.113,0.290
2015,Madison County,05000US48313,0.102,0.273
2016,Marion County,05000US48315,0.143,0.334
2015,Marion County,05000US48315,0.136,0.328
2016,Martin County,05000US48317,0.110,0.300
2015,Martin County,05000US48317,0.100,0.266
2015,Mason County,05000US48319,0.122,0.282
2016,Mason County,05000US48319,0.125,0.289
2015,Matagorda County,05000US48321,0.113,0.261
2016,Matagorda County,05000US48321,0.137,0.269
2015,Maverick County,05000US48323,0.091,0.289
2016,Maverick County,05000US48323,0.175,0.280
2016,Medina County,05000US48325,0.125,0.275
2015,Medina County,05000US48325,0.101,0.253
2016,Menard County,05000US48327,0.154,0.310
2015,Menard County,05000US48327,0.124,0.279
2016,"Midland County, TX",05000US48329,0.092,0.256
2015,"Midland County, TX",05000US48329,0.086,0.268
2015,Milam County,05000US48331,0.118,0.273
2016,Milam County,05000US48331,0.132,0.272
2015,Mills County,05000US48333,0.127,0.263
2016,Mills County,05000US48333,0.123,0.271
2015,Mitchell County,05000US48335,0.095,0.251
2016,Mitchell County,05000US48335,0.103,0.269
2015,Montague County,05000US48337,0.106,0.261
2016,Montague County,05000US48337,0.109,0.254
2016,"Montgomery County, TX",05000US48339,0.091,0.231
2015,"Montgomery County, TX",05000US48339,0.089,0.196
2015,Moore County,05000US48341,0.095,0.273
2016,Moore County,05000US48341,0.115,0.277
2015,Morris County,05000US48343,0.123,0.319
2016,Morris County,05000US48343,0.130,0.302
2016,Motley County,05000US48345,0.144,0.307
2015,Motley County,05000US48345,0.132,0.287
2015,Nacogdoches County,05000US48347,0.103,0.262
2016,Nacogdoches County,05000US48347,0.106,0.255
2016,Navarro County,05000US48349,0.125,0.277
2015,Navarro County,05000US48349,0.117,0.297
2016,Newton County,05000US48351,0.118,0.311
2015,Newton County,05000US48351,0.129,0.296
2015,Nolan County,05000US48353,0.111,0.297
2016,Nolan County,05000US48353,0.123,0.291
2016,"Nueces County, TX",05000US48355,0.128,0.278
2015,"Nueces County, TX",05000US48355,0.098,0.240
2015,Ochiltree County,05000US48357,0.087,0.260
2016,Ochiltree County,05000US48357,0.101,0.289
2016,Oldham County,05000US48359,0.104,0.267
2015,Oldham County,05000US48359,0.106,0.260
2015,Orange County,05000US48361,0.106,0.303
2016,Orange County,05000US48361,0.100,0.294
2016,Palo Pinto County,05000US48363,0.118,0.309
2015,Palo Pinto County,05000US48363,0.123,0.279
2016,Panola County,05000US48365,0.109,0.295
2015,Panola County,05000US48365,0.116,0.297
2015,"Parker County, TX",05000US48367,0.113,0.276
2016,"Parker County, TX",05000US48367,0.093,0.316
2015,Parmer County,05000US48369,0.092,0.260
2016,Parmer County,05000US48369,0.123,0.280
2016,Pecos County,05000US48371,0.125,0.272
2015,Pecos County,05000US48371,0.100,0.275
2015,Polk County,05000US48373,0.122,0.303
2016,Polk County,05000US48373,0.125,0.297
2015,"Potter County, TX",05000US48375,0.098,0.312
2016,"Potter County, TX",05000US48375,0.115,0.324
2016,Presidio County,05000US48377,0.192,0.296
2015,Presidio County,05000US48377,0.099,0.286
2015,Rains County,05000US48379,0.116,0.273
2016,Rains County,05000US48379,0.116,0.286
2015,"Randall County, TX",05000US48381,0.092,0.211
2016,"Randall County, TX",05000US48381,0.086,0.280
2016,Reagan County,05000US48383,0.118,0.260
2015,Reagan County,05000US48383,0.099,0.273
2015,Real County,05000US48385,0.123,0.281
2016,Real County,05000US48385,0.149,0.291
2016,Red River County,05000US48387,0.137,0.314
2015,Red River County,05000US48387,0.134,0.319
2016,Reeves County,05000US48389,0.128,0.287
2015,Reeves County,05000US48389,0.089,0.277
2016,Refugio County,05000US48391,0.145,0.282
2015,Refugio County,05000US48391,0.115,0.293
2015,Roberts County,05000US48393,0.111,0.273
2016,Roberts County,05000US48393,0.091,0.283
2016,Robertson County,05000US48395,0.130,0.279
2015,Robertson County,05000US48395,0.121,0.271
2016,Rockwall County,05000US48397,0.086,0.288
2015,Rockwall County,05000US48397,0.088,0.283
2015,Runnels County,05000US48399,0.109,0.273
2016,Runnels County,05000US48399,0.140,0.283
2015,Rusk County,05000US48401,0.117,0.274
2016,Rusk County,05000US48401,0.112,0.267
2015,Sabine County,05000US48403,0.140,0.293
2016,Sabine County,05000US48403,0.143,0.303
2016,San Augustine County,05000US48405,0.158,0.295
2015,San Augustine County,05000US48405,0.141,0.283
2016,San Jacinto County,05000US48407,0.125,0.306
2015,San Jacinto County,05000US48407,0.124,0.315
2016,San Patricio County,05000US48409,0.123,0.304
2015,San Patricio County,05000US48409,0.109,0.254
2015,San Saba County,05000US48411,0.109,0.284
2016,San Saba County,05000US48411,0.130,0.290
2016,Schleicher County,05000US48413,0.130,0.273
2015,Schleicher County,05000US48413,0.100,0.265
2016,Scurry County,05000US48415,0.105,0.333
2015,Scurry County,05000US48415,0.092,0.333
2016,Shackelford County,05000US48417,0.109,0.299
2015,Shackelford County,05000US48417,0.110,0.280
2016,Shelby County,05000US48419,0.130,0.278
2015,Shelby County,05000US48419,0.120,0.282
2015,Sherman County,05000US48421,0.102,0.283
2016,Sherman County,05000US48421,0.113,0.279
2015,"Smith County, TX",05000US48423,0.107,0.262
2016,"Smith County, TX",05000US48423,0.110,0.276
2016,Somervell County,05000US48425,0.103,0.300
2015,Somervell County,05000US48425,0.103,0.272
2016,Starr County,05000US48427,0.177,0.244
2015,Starr County,05000US48427,0.093,0.239
2016,Stephens County,05000US48429,0.116,0.268
2015,Stephens County,05000US48429,0.112,0.257
2015,Sterling County,05000US48431,0.105,0.270
2016,Sterling County,05000US48431,0.124,0.282
2016,Stonewall County,05000US48433,0.135,0.301
2015,Stonewall County,05000US48433,0.128,0.287
2016,Sutton County,05000US48435,0.123,0.258
2015,Sutton County,05000US48435,0.108,0.250
2015,Swisher County,05000US48437,0.108,0.303
2016,Swisher County,05000US48437,0.132,0.302
2015,"Tarrant County, TX",05000US48439,0.100,0.242
2016,"Tarrant County, TX",05000US48439,0.102,0.259
2015,"Taylor County, TX",05000US48441,0.103,0.253
2016,"Taylor County, TX",05000US48441,0.100,0.238
2015,Terrell County,05000US48443,0.102,0.296
2016,Terrell County,05000US48443,0.138,0.297
2016,Terry County,05000US48445,0.125,0.284
2015,Terry County,05000US48445,0.117,0.275
2016,Throckmorton County,05000US48447,0.118,0.292
2015,Throckmorton County,05000US48447,0.119,0.283
2016,Titus County,05000US48449,0.120,0.272
2015,Titus County,05000US48449,0.090,0.249
2016,"Tom Green County, TX",05000US48451,0.109,0.300
2015,"Tom Green County, TX",05000US48451,0.096,0.284
2015,"Travis County, TX",05000US48453,0.062,0.161
2016,"Travis County, TX",05000US48453,0.081,0.155
2016,Trinity County,05000US48455,0.139,0.301
2015,Trinity County,05000US48455,0.131,0.309
2016,Tyler County,05000US48457,0.111,0.308
2015,Tyler County,05000US48457,0.117,0.301
2016,Upshur County,05000US48459,0.108,0.287
2015,Upshur County,05000US48459,0.131,0.328
2015,Upton County,05000US48461,0.107,0.277
2016,Upton County,05000US48461,0.127,0.276
2015,Uvalde County,05000US48463,0.104,0.282
2016,Uvalde County,05000US48463,0.150,0.291
2016,Val Verde County,05000US48465,0.147,0.284
2015,Val Verde County,05000US48465,0.097,0.258
2016,Van Zandt County,05000US48467,0.112,0.352
2015,Van Zandt County,05000US48467,0.123,0.359
2016,Victoria County,05000US48469,0.119,0.283
2015,Victoria County,05000US48469,0.116,0.248
2015,Walker County,05000US48471,0.095,0.270
2016,Walker County,05000US48471,0.102,0.282
2016,Waller County,05000US48473,0.111,0.268
2015,Waller County,05000US48473,0.101,0.262
2016,Ward County,05000US48475,0.122,0.278
2015,Ward County,05000US48475,0.099,0.274
2016,Washington County,05000US48477,0.115,0.268
2015,Washington County,05000US48477,0.108,0.261
2016,"Webb County, TX",05000US48479,0.152,0.270
2015,"Webb County, TX",05000US48479,0.094,0.270
2015,Wharton County,05000US48481,0.109,0.297
2016,Wharton County,05000US48481,0.131,0.287
2015,Wheeler County,05000US48483,0.114,0.289
2016,Wheeler County,05000US48483,0.107,0.295
2015,"Wichita County, TX",05000US48485,0.112,0.289
2016,"Wichita County, TX",05000US48485,0.107,0.294
2015,Wilbarger County,05000US48487,0.110,0.277
2016,Wilbarger County,05000US48487,0.122,0.289
2015,Willacy County,05000US48489,0.088,0.274
2016,Willacy County,05000US48489,0.165,0.269
2015,"Williamson County, TX",05000US48491,0.086,0.183
2016,"Williamson County, TX",05000US48491,0.080,0.182
2016,Wilson County,05000US48493,0.111,0.280
2015,Wilson County,05000US48493,0.092,0.271
2016,Winkler County,05000US48495,0.109,0.267
2015,Winkler County,05000US48495,0.096,0.246
2015,Wise County,05000US48497,0.091,0.263
2016,Wise County,05000US48497,0.096,0.244
2016,Wood County,05000US48499,0.122,0.292
2015,Wood County,05000US48499,0.126,0.284
2015,Yoakum County,05000US48501,0.093,0.281
2016,Yoakum County,05000US48501,0.113,0.283
2015,Young County,05000US48503,0.113,0.292
2016,Young County,05000US48503,0.115,0.291
2016,Zapata County,05000US48505,0.164,0.276
2015,Zapata County,05000US48505,0.083,0.279
2015,Zavala County,05000US48507,0.094,0.279
2016,Zavala County,05000US48507,0.178,0.284
2016,Beaver County,05000US49001,0.080,0.297
2015,Beaver County,05000US49001,0.081,0.231
2015,Box Elder County,05000US49003,0.087,0.183
2016,Box Elder County,05000US49003,0.078,0.206
2015,"Cache County, UT",05000US49005,0.065,0.152
2016,"Cache County, UT",05000US49005,0.057,0.156
2016,Carbon County,05000US49007,0.090,0.240
2015,Carbon County,05000US49007,0.093,0.230
2015,Daggett County,05000US49009,0.091,0.190
2016,Daggett County,05000US49009,0.087,0.238
2016,"Davis County, UT",05000US49011,0.065,0.163
2015,"Davis County, UT",05000US49011,0.069,0.152
2015,Duchesne County,05000US49013,0.083,0.231
2016,Duchesne County,05000US49013,0.069,0.243
2016,Emery County,05000US49015,0.087,0.255
2015,Emery County,05000US49015,0.077,0.232
2016,Garfield County,05000US49017,0.101,0.248
2015,Garfield County,05000US49017,0.088,0.231
2015,Grand County,05000US49019,0.075,0.155
2016,Grand County,05000US49019,0.092,0.174
2015,Iron County,05000US49021,0.072,0.194
2016,Iron County,05000US49021,0.075,0.193
2016,Juab County,05000US49023,0.078,0.222
2015,Juab County,05000US49023,0.076,0.210
2016,Kane County,05000US49025,0.094,0.233
2015,Kane County,05000US49025,0.104,0.242
2016,Millard County,05000US49027,0.088,0.274
2015,Millard County,05000US49027,0.094,0.238
2016,Morgan County,05000US49029,0.068,0.183
2015,Morgan County,05000US49029,0.076,0.198
2015,Piute County,05000US49031,0.105,0.231
2016,Piute County,05000US49031,0.123,0.206
2015,Rich County,05000US49033,0.087,0.191
2016,Rich County,05000US49033,0.090,0.197
2016,"Salt Lake County, UT",05000US49035,0.074,0.169
2015,"Salt Lake County, UT",05000US49035,0.069,0.164
2015,San Juan County,05000US49037,0.102,0.271
2016,San Juan County,05000US49037,0.129,0.257
2015,Sanpete County,05000US49039,0.080,0.220
2016,Sanpete County,05000US49039,0.077,0.231
2015,Sevier County,05000US49041,0.104,0.227
2016,Sevier County,05000US49041,0.088,0.251
2015,Summit County,05000US49043,0.040,0.110
2016,Summit County,05000US49043,0.060,0.119
2015,Tooele County,05000US49045,0.090,0.200
2016,Tooele County,05000US49045,0.070,0.212
2016,Uintah County,05000US49047,0.068,0.235
2015,Uintah County,05000US49047,0.082,0.235
2015,"Utah County, UT",05000US49049,0.057,0.144
2016,"Utah County, UT",05000US49049,0.055,0.152
2015,Wasatch County,05000US49051,0.062,0.143
2016,Wasatch County,05000US49051,0.066,0.152
2016,"Washington County, UT",05000US49053,0.090,0.180
2015,"Washington County, UT",05000US49053,0.072,0.177
2016,Wayne County,05000US49055,0.093,0.215
2015,Wayne County,05000US49055,0.091,0.211
2015,"Weber County, UT",05000US49057,0.083,0.180
2016,"Weber County, UT",05000US49057,0.081,0.181
2015,Addison County,05000US50001,0.071,0.178
2016,Addison County,05000US50001,0.071,0.184
2016,Bennington County,05000US50003,0.086,0.200
2015,Bennington County,05000US50003,0.088,0.197
2015,Caledonia County,05000US50005,0.084,0.210
2016,Caledonia County,05000US50005,0.083,0.207
2015,"Chittenden County, VT",05000US50007,0.060,0.139
2016,"Chittenden County, VT",05000US50007,0.061,0.152
2016,Essex County,05000US50009,0.104,0.265
2015,Essex County,05000US50009,0.102,0.248
2015,Franklin County,05000US50011,0.084,0.244
2016,Franklin County,05000US50011,0.073,0.249
2015,Grand Isle County,05000US50013,0.076,0.175
2016,Grand Isle County,05000US50013,0.080,0.187
2015,Lamoille County,05000US50015,0.073,0.179
2016,Lamoille County,05000US50015,0.075,0.181
2015,Orange County,05000US50017,0.080,0.202
2016,Orange County,05000US50017,0.082,0.211
2016,Orleans County,05000US50019,0.093,0.248
2015,Orleans County,05000US50019,0.085,0.243
2016,Rutland County,05000US50021,0.086,0.213
2015,Rutland County,05000US50021,0.090,0.211
2016,Washington County,05000US50023,0.075,0.179
2015,Washington County,05000US50023,0.076,0.173
2015,Windham County,05000US50025,0.075,0.173
2016,Windham County,05000US50025,0.083,0.193
2016,Windsor County,05000US50027,0.082,0.185
2015,Windsor County,05000US50027,0.080,0.187
2016,Accomack County,05000US51001,0.143,0.298
2015,Accomack County,05000US51001,0.129,0.306
2015,"Albemarle County, VA",05000US51003,0.103,0.195
2016,"Albemarle County, VA",05000US51003,0.083,0.204
2015,Alleghany County,05000US51005,0.101,0.242
2016,Alleghany County,05000US51005,0.111,0.265
2015,Amelia County,05000US51007,0.118,0.292
2016,Amelia County,05000US51007,0.117,0.274
2016,Amherst County,05000US51009,0.108,0.301
2015,Amherst County,05000US51009,0.148,0.286
2015,Appomattox County,05000US51011,0.110,0.266
2016,Appomattox County,05000US51011,0.116,0.263
2015,"Arlington County, VA",05000US51013,0.053,0.139
2016,"Arlington County, VA",05000US51013,0.062,0.136
2016,Augusta County,05000US51015,0.098,0.240
2015,Augusta County,05000US51015,0.098,0.238
2016,Bath County,05000US51017,0.114,0.294
2015,Bath County,05000US51017,0.116,0.275
2016,Bedford County,05000US51019,0.100,0.234
2015,Bedford County,05000US51019,0.103,0.272
2015,Bland County,05000US51021,0.116,0.258
2016,Bland County,05000US51021,0.095,0.276
2015,Botetourt County,05000US51023,0.118,0.224
2016,Botetourt County,05000US51023,0.093,0.237
2016,Brunswick County,05000US51025,0.147,0.290
2015,Brunswick County,05000US51025,0.127,0.293
2016,Buchanan County,05000US51027,0.115,0.296
2015,Buchanan County,05000US51027,0.124,0.276
2015,Buckingham County,05000US51029,0.135,0.277
2016,Buckingham County,05000US51029,0.126,0.325
2015,Campbell County,05000US51031,0.100,0.289
2016,Campbell County,05000US51031,0.106,0.291
2016,Caroline County,05000US51033,0.111,0.219
2015,Caroline County,05000US51033,0.119,0.225
2015,Carroll County,05000US51035,0.110,0.292
2016,Carroll County,05000US51035,0.118,0.255
2015,Charles City County,05000US51036,0.142,0.286
2016,Charles City County,05000US51036,0.154,0.299
2016,Charlotte County,05000US51037,0.134,0.281
2015,Charlotte County,05000US51037,0.123,0.249
2015,"Chesterfield County, VA",05000US51041,0.098,0.208
2016,"Chesterfield County, VA",05000US51041,0.092,0.199
2016,Clarke County,05000US51043,0.094,0.227
2015,Clarke County,05000US51043,0.111,0.235
2016,Craig County,05000US51045,0.100,0.241
2015,Craig County,05000US51045,0.111,0.253
2016,Culpeper County,05000US51047,0.094,0.251
2015,Culpeper County,05000US51047,0.101,0.236
2016,Cumberland County,05000US51049,0.138,0.244
2015,Cumberland County,05000US51049,0.132,0.252
2015,Dickenson County,05000US51051,0.114,0.318
2016,Dickenson County,05000US51051,0.108,0.278
2016,Dinwiddie County,05000US51053,0.115,0.292
2015,Dinwiddie County,05000US51053,0.127,0.291
2015,Essex County,05000US51057,0.138,0.274
2016,Essex County,05000US51057,0.134,0.299
2016,"Fairfax County, VA",05000US51059,0.078,0.154
2015,"Fairfax County, VA",05000US51059,0.066,0.152
2016,Fauquier County,05000US51061,0.089,0.237
2015,Fauquier County,05000US51061,0.104,0.202
2016,Floyd County,05000US51063,0.103,0.234
2015,Floyd County,05000US51063,0.113,0.240
2016,Fluvanna County,05000US51065,0.095,0.233
2015,Fluvanna County,05000US51065,0.105,0.217
2016,Franklin County,05000US51067,0.106,0.233
2015,Franklin County,05000US51067,0.121,0.240
2015,Frederick County,05000US51069,0.091,0.248
2016,Frederick County,05000US51069,0.084,0.239
2015,Giles County,05000US51071,0.120,0.280
2016,Giles County,05000US51071,0.098,0.299
2015,Gloucester County,05000US51073,0.124,0.253
2016,Gloucester County,05000US51073,0.093,0.237
2016,Goochland County,05000US51075,0.102,0.253
2015,Goochland County,05000US51075,0.114,0.239
2015,Grayson County,05000US51077,0.119,0.295
2016,Grayson County,05000US51077,0.124,0.339
2015,Greene County,05000US51079,0.098,0.221
2016,Greene County,05000US51079,0.092,0.249
2015,Greensville County,05000US51081,0.133,0.287
2016,Greensville County,05000US51081,0.143,0.293
2015,Halifax County,05000US51083,0.138,0.286
2016,Halifax County,05000US51083,0.149,0.299
2015,"Hanover County, VA",05000US51085,0.096,0.237
2016,"Hanover County, VA",05000US51085,0.086,0.219
2015,"Henrico County, VA",05000US51087,0.103,0.225
2016,"Henrico County, VA",05000US51087,0.098,0.223
2016,Henry County,05000US51089,0.137,0.357
2015,Henry County,05000US51089,0.146,0.345
2015,Highland County,05000US51091,0.129,0.261
2016,Highland County,05000US51091,0.124,0.254
2015,Isle of Wight County,05000US51093,0.134,0.260
2016,Isle of Wight County,05000US51093,0.109,0.259
2015,James City County,05000US51095,0.107,0.199
2016,James City County,05000US51095,0.102,0.235
2016,King and Queen County,05000US51097,0.125,0.283
2015,King and Queen County,05000US51097,0.124,0.270
2016,King George County,05000US51099,0.083,0.248
2015,King George County,05000US51099,0.105,0.245
2016,King William County,05000US51101,0.097,0.286
2015,King William County,05000US51101,0.105,0.286
2015,Lancaster County,05000US51103,0.137,0.287
2016,Lancaster County,05000US51103,0.142,0.263
2016,Lee County,05000US51105,0.114,0.286
2015,Lee County,05000US51105,0.100,0.272
2016,"Loudoun County, VA",05000US51107,0.071,0.195
2015,"Loudoun County, VA",05000US51107,0.075,0.203
2015,Louisa County,05000US51109,0.108,0.256
2016,Louisa County,05000US51109,0.109,0.276
2015,Lunenburg County,05000US51111,0.134,0.308
2016,Lunenburg County,05000US51111,0.138,0.282
2016,Madison County,05000US51113,0.111,0.257
2015,Madison County,05000US51113,0.112,0.253
2015,Mathews County,05000US51115,0.133,0.241
2016,Mathews County,05000US51115,0.115,0.234
2015,Mecklenburg County,05000US51117,0.129,0.270
2016,Mecklenburg County,05000US51117,0.146,0.272
2016,Middlesex County,05000US51119,0.125,0.228
2015,Middlesex County,05000US51119,0.126,0.230
2016,Montgomery County,05000US51121,0.069,0.187
2015,Montgomery County,05000US51121,0.074,0.192
2016,Nelson County,05000US51125,0.121,0.206
2015,Nelson County,05000US51125,0.124,0.204
2015,New Kent County,05000US51127,0.111,0.230
2016,New Kent County,05000US51127,0.091,0.234
2015,Northampton County,05000US51131,0.163,0.319
2016,Northampton County,05000US51131,0.153,0.305
2016,Northumberland County,05000US51133,0.146,0.245
2015,Northumberland County,05000US51133,0.135,0.238
2016,Nottoway County,05000US51135,0.139,0.309
2015,Nottoway County,05000US51135,0.122,0.297
2016,Orange County,05000US51137,0.102,0.281
2015,Orange County,05000US51137,0.117,0.257
2015,Page County,05000US51139,0.114,0.255
2016,Page County,05000US51139,0.106,0.245
2015,Patrick County,05000US51141,0.123,0.248
2016,Patrick County,05000US51141,0.124,0.274
2016,Pittsylvania County,05000US51143,0.125,0.299
2015,Pittsylvania County,05000US51143,0.133,0.274
2015,Powhatan County,05000US51145,0.106,0.263
2016,Powhatan County,05000US51145,0.087,0.252
2015,Prince Edward County,05000US51147,0.107,0.276
2016,Prince Edward County,05000US51147,0.109,0.251
2016,Prince George County,05000US51149,0.094,0.258
2015,Prince George County,05000US51149,0.125,0.262
2015,"Prince William County, VA",05000US51153,0.076,0.194
2016,"Prince William County, VA",05000US51153,0.082,0.181
2015,Pulaski County,05000US51155,0.106,0.264
2016,Pulaski County,05000US51155,0.108,0.260
2016,Rappahannock County,05000US51157,0.108,0.248
2015,Rappahannock County,05000US51157,0.115,0.247
2016,Richmond County,05000US51159,0.119,0.246
2015,Richmond County,05000US51159,0.118,0.235
2015,Roanoke County,05000US51161,0.112,0.258
2016,Roanoke County,05000US51161,0.089,0.254
2016,Rockbridge County,05000US51163,0.109,0.284
2015,Rockbridge County,05000US51163,0.127,0.296
2015,Rockingham County,05000US51165,0.100,0.224
2016,Rockingham County,05000US51165,0.090,0.243
2015,Russell County,05000US51167,0.116,0.359
2016,Russell County,05000US51167,0.105,0.286
2016,Scott County,05000US51169,0.110,0.313
2015,Scott County,05000US51169,0.119,0.345
2015,Shenandoah County,05000US51171,0.117,0.233
2016,Shenandoah County,05000US51171,0.099,0.210
2016,Smyth County,05000US51173,0.107,0.272
2015,Smyth County,05000US51173,0.106,0.229
2015,Southampton County,05000US51175,0.146,0.310
2016,Southampton County,05000US51175,0.129,0.328
2015,"Spotsylvania County, VA",05000US51177,0.113,0.226
2016,"Spotsylvania County, VA",05000US51177,0.089,0.253
2016,"Stafford County, VA",05000US51179,0.078,0.220
2015,"Stafford County, VA",05000US51179,0.086,0.219
2015,Surry County,05000US51181,0.141,0.278
2016,Surry County,05000US51181,0.140,0.292
2016,Sussex County,05000US51183,0.141,0.273
2015,Sussex County,05000US51183,0.135,0.272
2015,Tazewell County,05000US51185,0.131,0.309
2016,Tazewell County,05000US51185,0.107,0.313
2016,Warren County,05000US51187,0.089,0.203
2015,Warren County,05000US51187,0.107,0.184
2016,Washington County,05000US51191,0.100,0.284
2015,Washington County,05000US51191,0.117,0.295
2015,Westmoreland County,05000US51193,0.134,0.315
2016,Westmoreland County,05000US51193,0.142,0.300
2015,Wise County,05000US51195,0.132,0.377
2016,Wise County,05000US51195,0.100,0.374
2016,Wythe County,05000US51197,0.106,0.273
2015,Wythe County,05000US51197,0.111,0.271
2016,York County,05000US51199,0.086,0.223
2015,York County,05000US51199,0.094,0.214
2016,"Alexandria city, VA",05000US51510,0.080,0.158
2015,"Alexandria city, VA",05000US51510,0.062,0.153
2015,Bedford city,05000US51515,0.133,0.258
2015,Bristol city,05000US51520,0.117,0.235
2016,Bristol city,05000US51520,0.111,0.248
2015,Buena Vista city,05000US51530,0.101,0.233
2016,Buena Vista city,05000US51530,0.105,0.242
2016,Charlottesville city,05000US51540,0.080,0.189
2015,Charlottesville city,05000US51540,0.075,0.204
2015,"Chesapeake city, VA",05000US51550,0.109,0.204
2016,"Chesapeake city, VA",05000US51550,0.093,0.217
2015,Colonial Heights city,05000US51570,0.113,0.224
2016,Colonial Heights city,05000US51570,0.098,0.260
2015,Covington city,05000US51580,0.110,0.258
2016,Covington city,05000US51580,0.113,0.263
2015,Danville city,05000US51590,0.135,0.313
2016,Danville city,05000US51590,0.153,0.295
2015,Emporia city,05000US51595,0.132,0.282
2016,Emporia city,05000US51595,0.167,0.297
2016,Fairfax city,05000US51600,0.087,0.190
2015,Fairfax city,05000US51600,0.081,0.202
2015,Falls Church city,05000US51610,0.097,0.207
2016,Falls Church city,05000US51610,0.080,0.223
2015,Franklin city,05000US51620,0.132,0.296
2016,Franklin city,05000US51620,0.158,0.279
2016,Fredericksburg city,05000US51630,0.082,0.225
2015,Fredericksburg city,05000US51630,0.092,0.220
2016,Galax city,05000US51640,0.121,0.264
2015,Galax city,05000US51640,0.108,0.247
2015,"Hampton city, VA",05000US51650,0.125,0.264
2016,"Hampton city, VA",05000US51650,0.119,0.253
2015,Harrisonburg city,05000US51660,0.072,0.230
2016,Harrisonburg city,05000US51660,0.072,0.194
2016,Hopewell city,05000US51670,0.119,0.273
2015,Hopewell city,05000US51670,0.150,0.270
2015,Lexington city,05000US51678,0.093,0.226
2016,Lexington city,05000US51678,0.068,0.227
2016,Lynchburg city,05000US51680,0.098,0.220
2015,Lynchburg city,05000US51680,0.116,0.235
2015,Manassas city,05000US51683,0.087,0.210
2016,Manassas city,05000US51683,0.086,0.218
2016,Manassas Park city,05000US51685,0.086,0.241
2015,Manassas Park city,05000US51685,0.085,0.241
2015,Martinsville city,05000US51690,0.137,0.269
2016,Martinsville city,05000US51690,0.153,0.284
2016,"Newport News city, VA",05000US51700,0.099,0.270
2015,"Newport News city, VA",05000US51700,0.126,0.259
2016,"Norfolk city, VA",05000US51710,0.094,0.248
2015,"Norfolk city, VA",05000US51710,0.102,0.245
2016,Norton city,05000US51720,0.103,0.237
2015,Norton city,05000US51720,0.100,0.239
2016,Petersburg city,05000US51730,0.164,0.283
2015,Petersburg city,05000US51730,0.160,0.289
2015,Poquoson city,05000US51735,0.109,0.216
2016,Poquoson city,05000US51735,0.088,0.232
2016,Portsmouth city,05000US51740,0.126,0.284
2015,Portsmouth city,05000US51740,0.148,0.279
